SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1","<","1.6","1.6","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11","<","1.49","1.49","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12","<","1.67","1.67","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13","<","1.69","1.69","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14","<","1.5","1.5","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15","<","1.69","1.69","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01","<","3.01","3.01","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02","<","1.82","1.82","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03","<","1.78","1.78","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04","<","1.74","1.74","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05","<","1.85","1.85","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06","<","1.68","1.68","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07","<","1.64","1.64","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08","<","1.55","1.55","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09","<","1.65","1.65","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03","<","1.31","1.31","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1","<","1.6","1.6","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11","<","1.49","1.49","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12","<","1.67","1.67","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13","<","1.69","1.69","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14","<","1.5","1.5","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15","<","1.69","1.69","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01","<","3.01","3.01","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02","<","1.82","1.82","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03","<","1.78","1.78","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04","<","1.74","1.74","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05","<","1.85","1.85","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06","<","1.68","1.68","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07","<","1.64","1.64","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08","<","1.55","1.55","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09","<","1.65","1.65","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03","<","1.31","1.31","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1","<","1.6","1.6","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11","<","1.49","1.49","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12","<","1.67","1.67","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13","<","1.69","1.69","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14","<","1.5","1.5","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15","<","1.69","1.69","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01","<","3.01","3.01","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02","<","1.82","1.82","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03","<","1.78","1.78","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04","<","1.74","1.74","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05","<","1.85","1.85","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06","<","1.68","1.68","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07","<","1.64","1.64","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08","<","1.55","1.55","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09","<","1.65","1.65","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03","<","1.31","1.31","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1","<","1.6","1.6","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11","<","1.49","1.49","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12","<","1.67","1.67","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13","<","1.69","1.69","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14","<","1.5","1.5","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15","<","1.69","1.69","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01","<","3.01","3.01","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02","<","1.82","1.82","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03","<","1.78","1.78","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04","<","1.74","1.74","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05","<","1.85","1.85","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06","<","1.68","1.68","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07","<","1.64","1.64","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08","<","1.55","1.55","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09","<","1.65","1.65","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03","<","2.63","2.63","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1","<","3.21","3.21","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11","<","2.99","2.99","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12","<","3.35","3.35","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13","<","3.37","3.37","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14","<","3","3","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15","<","3.37","3.37","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01","<","6.01","6.01","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02","<","3.64","3.64","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03","<","3.56","3.56","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04","<","3.48","3.48","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05","<","3.7","3.7","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06","<","3.35","3.35","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07","<","3.28","3.28","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08","<","3.1","3.1","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09","<","3.3","3.3","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03"," ","128","2.63","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1"," ","19.4","3.21","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11"," ","19.4","2.99","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12"," ","30.2","3.35","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13"," ","46.6","3.37","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14"," ","36.4","3","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15"," ","34.5","3.37","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01"," ","16.7","6.01","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02"," ","9.18","3.64","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03"," ","11.3","3.56","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04"," ","14.1","3.48","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05"," ","12.9","3.7","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06"," ","12.6","3.35","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07"," ","12.4","3.28","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08"," ","17.6","3.1","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09"," ","14.2","3.3","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1"," ","38600","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09"," ","38300","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08"," ","38200","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07"," ","38700","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05"," ","38800","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06"," ","38500","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03"," ","38000","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04"," ","39500","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14"," ","38500","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15"," ","39500","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13"," ","39100","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02"," ","41800","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12"," ","37900","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01"," ","44900","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11"," ","37000","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03"," ","41500","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03"," ","31.1","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11"," ","29.3","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01"," ","31.3","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13"," ","28.5","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12"," ","30.1","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14"," ","28","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02"," ","31.1","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15"," ","28.2","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04"," ","29.8","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03"," ","30.8","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06"," ","30.9","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05"," ","30.5","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07"," ","29.8","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08"," ","30.8","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1"," ","29.3","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09"," ","29.2","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.08","-0.09"," ","111","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.07","-0.08"," ","106","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.06","-0.07"," ","100","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.09","-0.1"," ","115","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.04","-0.05"," ","80.6","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.05","-0.06"," ","91.8","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.02","-0.03"," ","73.6","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.03","-0.04"," ","77.2","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.14","-0.15"," ","63","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.13","-0.14"," ","90.4","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.12","-0.13"," ","94.9","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.01","-0.02"," ","71.2","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.11","-0.12"," ","119","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","-0.1","-0.11"," ","124","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.CORE","0","-0.01"," ","69.2","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IH0510","2017-09-12 12:00","S.SURFACE","0","-0.03"," ","72.7","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
