"Date
 (dd-mm-yyyy)",Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),"Valid Pixels
 (% of Lake Area)"
10/09/2009,Lake Erie,MERIS,1316.61,4.93,19.49,25657.57,99.93
11/09/2009,Lake Erie,MERIS,1267.83,4.75,19.94,25274.83,99.94
12/09/2009,Lake Erie,MERIS,1163.25,4.36,20.54,23892.92,99.94
13/09/2009,Lake Erie,MERIS,1176.3,4.41,20.48,24092.62,99.94
14/09/2009,Lake Erie,MERIS,1462.05,5.48,20.15,29454.61,99.94
15/09/2009,Lake Erie,MERIS,1432.89,5.37,20.52,29398.6,99.97
16/09/2009,Lake Erie,MERIS,1302.03,4.88,21.4,27864.87,99.94
18/09/2009,Lake Erie,MERIS,1187.28,4.45,22.19,26349.54,99.8
21/09/2009,Lake Erie,MERIS,626.4,2.35,29.23,18310.92,99.49
22/09/2009,Lake Erie,MERIS,637.56,2.39,28.78,18345.85,99.51
24/09/2009,Lake Erie,MERIS,818.28,3.07,26.88,21994.63,98.98
25/09/2009,Lake Erie,MERIS,714.33,2.68,27.69,19777.01,99
26/09/2009,Lake Erie,MERIS,783,2.93,27.29,21365.72,98.24
27/09/2009,Lake Erie,MERIS,736.65,2.76,27.84,20506.13,97.26
28/09/2009,Lake Erie,MERIS,737.19,2.76,27.83,20512.31,97.92
29/09/2009,Lake Erie,MERIS,668.34,2.5,27.77,18556.66,96.84
30/09/2009,Lake Erie,MERIS,670.32,2.51,27.74,18593.47,96.58
01/10/2009,Lake Erie,MERIS,631.89,2.37,26.62,16821.86,97.2
02/10/2009,Lake Erie,MERIS,353.52,1.32,30.35,10728.77,93.96
04/10/2009,Lake Erie,MERIS,352.26,1.32,30.39,10705.22,94.02
05/10/2009,Lake Erie,MERIS,338.04,1.27,29.49,9968.12,95.9
07/10/2009,Lake Erie,MERIS,331.92,1.24,28.82,9564.77,95.85
08/10/2009,Lake Erie,MERIS,287.1,1.08,31.38,9007.91,95.88
10/10/2009,Lake Erie,MERIS,275.58,1.03,32.42,8934.44,91.34
12/10/2009,Lake Erie,MERIS,293.4,1.1,31.39,9208.89,88.75
13/10/2009,Lake Erie,MERIS,280.71,1.05,31.32,8791.28,87.78
14/10/2009,Lake Erie,MERIS,280.62,1.05,31.32,8789.66,87.85
15/10/2009,Lake Erie,MERIS,264.33,0.99,30.85,8155.21,84.24
16/10/2009,Lake Erie,MERIS,264.06,0.99,30.85,8146.75,84.27
17/10/2009,Lake Erie,MERIS,279.81,1.05,28.75,8045.91,88.71
18/10/2009,Lake Erie,MERIS,286.2,1.07,28.44,8140.27,91.67
19/10/2009,Lake Erie,MERIS,320.85,1.2,26.42,8476.76,87.99
21/10/2009,Lake Erie,MERIS,303.12,1.14,27.56,8354.47,90.25
23/10/2009,Lake Erie,MERIS,306.99,1.15,27.38,8404.96,89.94
24/10/2009,Lake Erie,MERIS,323.82,1.21,24.64,7979.09,80.63
26/10/2009,Lake Erie,MERIS,297,1.11,24.2,7186.36,97.02
27/10/2009,Lake Erie,MERIS,274.23,1.03,23.91,6557.94,95.65
29/10/2009,Lake Erie,MERIS,259.02,0.97,21.82,5652.13,96.94
30/10/2009,Lake Erie,MERIS,254.34,0.95,22.01,5597.26,95.95
31/10/2009,Lake Erie,MERIS,204.03,0.76,21.05,4295.36,93.93
01/06/2010,Lake Erie,MERIS,0.81,0,15.85,12.84,6.42
02/06/2010,Lake Erie,MERIS,0.81,0,15.85,12.84,6.42
03/06/2010,Lake Erie,MERIS,0.81,0,15.85,12.84,6.44
04/06/2010,Lake Erie,MERIS,0.45,0,12.73,5.73,30.63
06/06/2010,Lake Erie,MERIS,3.06,0.01,18.57,56.83,32.7
07/06/2010,Lake Erie,MERIS,2.34,0.01,18.44,43.16,92.8
09/06/2010,Lake Erie,MERIS,2.34,0.01,18.44,43.16,92.8
10/06/2010,Lake Erie,MERIS,139.32,0.52,41.35,5760.35,98.08
12/06/2010,Lake Erie,MERIS,138.15,0.52,40.82,5639.34,98.77
13/06/2010,Lake Erie,MERIS,138.51,0.52,40.86,5659.27,99.19
14/06/2010,Lake Erie,MERIS,138.51,0.52,40.86,5659.27,99.19
15/06/2010,Lake Erie,MERIS,137.34,0.51,41.01,5631.98,99.29
16/06/2010,Lake Erie,MERIS,151.11,0.57,40.14,6065.72,99.53
17/06/2010,Lake Erie,MERIS,151.11,0.57,40.14,6065.72,99.53
18/06/2010,Lake Erie,MERIS,150.93,0.57,40.15,6059.95,99.46
19/06/2010,Lake Erie,MERIS,161.1,0.6,40.27,6487.03,99.7
20/06/2010,Lake Erie,MERIS,161.46,0.61,40.21,6492.86,99.84
21/06/2010,Lake Erie,MERIS,190.26,0.71,41.9,7972.07,99.2
22/06/2010,Lake Erie,MERIS,203.13,0.76,42.22,8575.4,99.42
23/06/2010,Lake Erie,MERIS,202.86,0.76,42.26,8572.05,99.57
25/06/2010,Lake Erie,MERIS,250.92,0.94,40.97,10280.84,99.8
28/06/2010,Lake Erie,MERIS,249.93,0.94,40.95,10234.91,99.76
29/06/2010,Lake Erie,MERIS,264.6,0.99,40.12,10616.76,99.86
01/07/2010,Lake Erie,MERIS,249.75,0.94,40.93,10221.99,99.79
04/07/2010,Lake Erie,MERIS,298.08,1.12,35.66,10630.84,99.66
05/07/2010,Lake Erie,MERIS,295.02,1.11,35.34,10426.42,99.95
06/07/2010,Lake Erie,MERIS,298.89,1.12,35.04,10473.82,99.95
08/07/2010,Lake Erie,MERIS,291.69,1.09,34.7,10123.04,99.98
09/07/2010,Lake Erie,MERIS,279.81,1.05,35.05,9807.31,99.97
11/07/2010,Lake Erie,MERIS,274.68,1.03,35.13,9650.47,99.99
14/07/2010,Lake Erie,MERIS,285.12,1.07,34.2,9751.3,99.99
15/07/2010,Lake Erie,MERIS,261.27,0.98,33.47,8745.8,100
17/07/2010,Lake Erie,MERIS,229.23,0.86,36.22,8303.72,100
18/07/2010,Lake Erie,MERIS,215.64,0.81,36.77,7928.28,100
19/07/2010,Lake Erie,MERIS,212.58,0.8,36.18,7690.95,100
20/07/2010,Lake Erie,MERIS,212.49,0.8,36.19,7690.71,100
21/07/2010,Lake Erie,MERIS,212.49,0.8,36.19,7690.71,100
23/07/2010,Lake Erie,MERIS,187.29,0.7,39.2,7342.11,100
24/07/2010,Lake Erie,MERIS,180.63,0.68,37.53,6778.5,100
25/07/2010,Lake Erie,MERIS,170.73,0.64,35.16,6003.14,99.87
26/07/2010,Lake Erie,MERIS,170.73,0.64,35.16,6003.14,99.87
27/07/2010,Lake Erie,MERIS,284.49,1.07,30.59,8703.94,100
28/07/2010,Lake Erie,MERIS,316.08,1.18,29.34,9273.53,99.99
30/07/2010,Lake Erie,MERIS,442.44,1.66,30.04,13292.62,99.97
02/08/2010,Lake Erie,MERIS,549.09,2.06,32.24,17701.29,99.98
03/08/2010,Lake Erie,MERIS,549.36,2.06,32.23,17704.5,99.98
06/08/2010,Lake Erie,MERIS,616.59,2.31,29.81,18380.79,99.98
09/08/2010,Lake Erie,MERIS,611.01,2.29,28.79,17588.78,100
10/08/2010,Lake Erie,MERIS,573.03,2.15,28.2,16158.59,100
12/08/2010,Lake Erie,MERIS,570.24,2.14,28.26,16113.1,99.99
13/08/2010,Lake Erie,MERIS,582.48,2.18,27.46,15994.67,99.97
15/08/2010,Lake Erie,MERIS,563.94,2.11,26.92,15183.97,99.98
16/08/2010,Lake Erie,MERIS,533.16,2,24.04,12817.81,99.83
18/08/2010,Lake Erie,MERIS,508.05,1.9,23.9,12144.43,99.87
19/08/2010,Lake Erie,MERIS,401.4,1.5,20.78,8340.81,100
21/08/2010,Lake Erie,MERIS,285.39,1.07,20.64,5891.51,100
23/08/2010,Lake Erie,MERIS,255.6,0.96,21.76,5562.03,99.97
24/08/2010,Lake Erie,MERIS,255.69,0.96,23.1,5906.62,99.97
25/08/2010,Lake Erie,MERIS,246.33,0.92,23.14,5699.31,99.98
26/08/2010,Lake Erie,MERIS,250.11,0.94,23.03,5761.18,99.97
27/08/2010,Lake Erie,MERIS,267.57,1,22.59,6045.34,99.97
28/08/2010,Lake Erie,MERIS,386.82,1.45,22.22,8594.99,99.98
29/08/2010,Lake Erie,MERIS,423.81,1.59,21.8,9240.41,99.98
30/08/2010,Lake Erie,MERIS,390.69,1.46,21.25,8301.65,99.96
31/08/2010,Lake Erie,MERIS,437.94,1.64,21.58,9452.06,100
01/09/2010,Lake Erie,MERIS,451.44,1.69,21.82,9848.39,100
04/09/2010,Lake Erie,MERIS,546.66,2.05,24.71,13508.52,99.88
06/09/2010,Lake Erie,MERIS,547.74,2.05,24.61,13479.88,99.88
07/09/2010,Lake Erie,MERIS,560.79,2.1,23.38,13113.57,99.91
09/09/2010,Lake Erie,MERIS,742.32,2.78,21.88,16242.11,99.91
10/09/2010,Lake Erie,MERIS,891.72,3.34,22.99,20500.91,99.93
12/09/2010,Lake Erie,MERIS,893.25,3.35,25.03,22354.12,99.91
13/09/2010,Lake Erie,MERIS,1002.96,3.76,26,26080.87,99.95
14/09/2010,Lake Erie,MERIS,1133.91,4.25,25.96,29436.64,99.72
16/09/2010,Lake Erie,MERIS,1139.49,4.27,25.92,29531.25,99.64
17/09/2010,Lake Erie,MERIS,1139.49,4.27,25.92,29531.25,99.64
19/09/2010,Lake Erie,MERIS,1126.98,4.22,26.2,29529.92,99.73
20/09/2010,Lake Erie,MERIS,1110.06,4.16,26.57,29491.85,99.81
22/09/2010,Lake Erie,MERIS,1207.35,4.52,28.12,33950.92,99.56
23/09/2010,Lake Erie,MERIS,1020.6,3.82,29.48,30084.53,99.78
25/09/2010,Lake Erie,MERIS,981,3.68,28.61,28062.19,99.76
27/09/2010,Lake Erie,MERIS,469.98,1.76,22.22,10443.57,97.78
28/09/2010,Lake Erie,MERIS,469.62,1.76,22.23,10439.84,97.77
29/09/2010,Lake Erie,MERIS,896.67,3.36,24.17,21674.31,99.71
30/09/2010,Lake Erie,MERIS,896.67,3.36,24.17,21674.31,99.71
02/10/2010,Lake Erie,MERIS,896.67,3.36,24.17,21674.31,99.71
03/10/2010,Lake Erie,MERIS,873.81,3.27,24.92,21772.46,99.67
04/10/2010,Lake Erie,MERIS,851.67,3.19,25.15,21419.16,79.35
05/10/2010,Lake Erie,MERIS,857.61,3.21,25.04,21474.9,79.36
06/10/2010,Lake Erie,MERIS,825.57,3.09,25.5,21051.7,79.17
08/10/2010,Lake Erie,MERIS,964.44,3.61,22.01,21226.75,99.19
09/10/2010,Lake Erie,MERIS,899.91,3.37,19.43,17486.96,99.74
11/10/2010,Lake Erie,MERIS,854.82,3.2,19.26,16461.35,99.88
12/10/2010,Lake Erie,MERIS,735.3,2.76,18.71,13753.79,99.93
14/10/2010,Lake Erie,MERIS,431.1,1.62,21.26,9164.75,99.72
15/10/2010,Lake Erie,MERIS,413.1,1.55,21.04,8692.04,99.78
17/10/2010,Lake Erie,MERIS,391.77,1.47,20.57,8057.22,99.89
18/10/2010,Lake Erie,MERIS,391.77,1.47,20.57,8057.22,99.89
19/10/2010,Lake Erie,MERIS,392.85,1.47,20.64,8108.78,99.89
21/10/2010,Lake Erie,MERIS,393.57,1.48,20.63,8118.13,99.89
27/10/2010,Lake Erie,MERIS,399.87,1.5,18.88,7549.35,99.4
07/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,82.44
10/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,89.51
11/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,91.38
12/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,91.38
13/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,91.38
14/06/2011,Lake Erie,MERIS,23.22,0.09,21.47,498.58,91.54
15/06/2011,Lake Erie,MERIS,26.64,0.1,19.73,525.58,91.66
18/06/2011,Lake Erie,MERIS,26.64,0.1,19.73,525.58,91.66
21/06/2011,Lake Erie,MERIS,10.53,0.04,16.49,173.59,23.21
22/06/2011,Lake Erie,MERIS,10.53,0.04,16.49,173.59,25.61
23/06/2011,Lake Erie,MERIS,10.53,0.04,16.49,173.59,25.61
24/06/2011,Lake Erie,MERIS,10.53,0.04,16.49,173.59,16.26
25/06/2011,Lake Erie,MERIS,10.53,0.04,16.49,173.59,10.42
26/06/2011,Lake Erie,MERIS,25.29,0.09,18.92,478.5,53.24
03/07/2011,Lake Erie,MERIS,21.78,0.08,20.21,440.21,71.14
06/07/2011,Lake Erie,MERIS,21.78,0.08,20.21,440.21,68.05
07/07/2011,Lake Erie,MERIS,50.49,0.19,27.85,1406.15,73.12
08/07/2011,Lake Erie,MERIS,50.49,0.19,27.85,1406.15,72.93
10/07/2011,Lake Erie,MERIS,126.18,0.47,39.72,5011.43,85.43
11/07/2011,Lake Erie,MERIS,125.55,0.47,39.83,5000.97,94.12
12/07/2011,Lake Erie,MERIS,125.55,0.47,39.83,5000.97,94.12
13/07/2011,Lake Erie,MERIS,170.28,0.64,38.42,6542.57,99.66
15/07/2011,Lake Erie,MERIS,174.69,0.65,38.59,6741.37,99.84
16/07/2011,Lake Erie,MERIS,255.33,0.96,34.02,8686.25,99.95
18/07/2011,Lake Erie,MERIS,260.82,0.98,33.01,8609.41,99.96
19/07/2011,Lake Erie,MERIS,260.82,0.98,33.01,8609.41,99.96
22/07/2011,Lake Erie,MERIS,262.8,0.98,33.75,8870.18,99.95
24/07/2011,Lake Erie,MERIS,286.38,1.07,34.36,9840.07,99.86
26/07/2011,Lake Erie,MERIS,286.74,1.07,34.34,9845.96,99.86
27/07/2011,Lake Erie,MERIS,303.57,1.14,33.72,10237.41,99.66
29/07/2011,Lake Erie,MERIS,365.58,1.37,34.05,12449.68,99.55
01/08/2011,Lake Erie,MERIS,549.63,2.06,23.25,12779.34,98.38
03/08/2011,Lake Erie,MERIS,549.63,2.06,23.2,12753.78,98.38
04/08/2011,Lake Erie,MERIS,630.36,2.36,23.64,14901.21,98.41
06/08/2011,Lake Erie,MERIS,1231.29,4.61,44.77,55127.69,99.21
07/08/2011,Lake Erie,MERIS,1164.96,4.37,34.03,39640.21,99.61
09/08/2011,Lake Erie,MERIS,1191.87,4.47,31.44,37472.51,99.89
11/08/2011,Lake Erie,MERIS,1258.83,4.72,35.15,44242.59,99.3
12/08/2011,Lake Erie,MERIS,1565.19,5.87,30.54,47796.52,99.94
14/08/2011,Lake Erie,MERIS,1564.83,5.86,30.47,47675.36,99.94
15/08/2011,Lake Erie,MERIS,1684.89,6.31,30.73,51778.52,99.85
17/08/2011,Lake Erie,MERIS,1723.68,6.46,29.76,51303.78,99.95
18/08/2011,Lake Erie,MERIS,1791,6.71,29.6,53014.32,99.99
20/08/2011,Lake Erie,MERIS,1780.47,6.67,24.52,43661.4,100
21/08/2011,Lake Erie,MERIS,1842.66,6.91,28.12,51812.1,100
23/08/2011,Lake Erie,MERIS,1921.32,7.2,27.38,52606.89,100
25/08/2011,Lake Erie,MERIS,1917.45,7.19,27.43,52588.56,100
26/08/2011,Lake Erie,MERIS,1967.22,7.37,28.6,56261.31,100
28/08/2011,Lake Erie,MERIS,1970.19,7.38,28.5,56153.57,100
31/08/2011,Lake Erie,MERIS,2015.19,7.55,28.86,58161.2,100
02/09/2011,Lake Erie,MERIS,2143.89,8.03,29.06,62311.73,99.99
03/09/2011,Lake Erie,MERIS,2460.15,9.22,29.11,71619.15,100
05/09/2011,Lake Erie,MERIS,2460.15,9.22,29.11,71619.15,100
08/09/2011,Lake Erie,MERIS,2727.09,10.22,30.47,83101.52,99.98
09/09/2011,Lake Erie,MERIS,2761.56,10.35,29.21,80660.2,99.77
10/09/2011,Lake Erie,MERIS,2761.56,10.35,29.21,80660.2,99.77
11/09/2011,Lake Erie,MERIS,3613.41,13.54,29.48,106528.02,99.77
12/09/2011,Lake Erie,MERIS,3613.41,13.54,29.48,106528.02,99.77
13/09/2011,Lake Erie,MERIS,3071.34,11.51,25.95,79716.02,99.9
16/09/2011,Lake Erie,MERIS,2862,10.73,24.42,69902.63,99.87
17/09/2011,Lake Erie,MERIS,1962.18,7.35,26.41,51823.14,95.24
19/09/2011,Lake Erie,MERIS,1962.18,7.35,26.41,51823.14,95.24
20/09/2011,Lake Erie,MERIS,1963.62,7.36,26.41,51850.76,96.31
21/09/2011,Lake Erie,MERIS,1963.62,7.36,26.41,51850.76,96.31
22/09/2011,Lake Erie,MERIS,2096.91,7.86,25.25,52943.62,97.47
23/09/2011,Lake Erie,MERIS,2097.27,7.86,25.25,52947.89,97.45
25/09/2011,Lake Erie,MERIS,989.1,3.71,17.86,17663.05,97.5
27/09/2011,Lake Erie,MERIS,2198.97,8.24,22.1,48594.38,98.83
30/09/2011,Lake Erie,MERIS,2292.93,8.59,25.45,58366.07,98.65
01/10/2011,Lake Erie,MERIS,2291.49,8.59,25.47,58355.54,98.65
02/10/2011,Lake Erie,MERIS,2349.54,8.81,24.76,58178.84,98.7
03/10/2011,Lake Erie,MERIS,2349.09,8.8,24.76,58172.39,98.7
04/10/2011,Lake Erie,MERIS,2348.19,8.8,24.77,58155.51,98.7
05/10/2011,Lake Erie,MERIS,3431.43,12.86,23.52,80694.19,99.05
08/10/2011,Lake Erie,MERIS,4659.3,17.46,27.06,126099.3,99.4
09/10/2011,Lake Erie,MERIS,4940.1,18.51,29.23,144411.47,99.27
10/10/2011,Lake Erie,MERIS,4940.1,18.51,29.23,144411.47,99.27
11/10/2011,Lake Erie,MERIS,5219.64,19.56,31.64,165154.63,98.92
12/10/2011,Lake Erie,MERIS,5219.64,19.56,31.64,165154.63,98.92
13/10/2011,Lake Erie,MERIS,5226.3,19.59,31,161991.78,99.1
14/10/2011,Lake Erie,MERIS,5247,19.66,31.22,163821.83,99.1
16/10/2011,Lake Erie,MERIS,5256.81,19.7,31.28,164408.31,99.02
19/10/2011,Lake Erie,MERIS,5247.54,19.67,33.62,176410.75,98.84
21/10/2011,Lake Erie,MERIS,5247.54,19.67,33.62,176410.75,98.84
22/10/2011,Lake Erie,MERIS,3027.69,11.35,25.74,77940.61,93
24/10/2011,Lake Erie,MERIS,2102.13,7.88,20.75,43611,68.47
27/10/2011,Lake Erie,MERIS,534.6,2,14.74,7880.7,45.12
30/10/2011,Lake Erie,MERIS,305.82,1.15,14.23,4352.49,73.9
31/10/2011,Lake Erie,MERIS,305.19,1.14,14.23,4344.2,75.23
01/06/2016,Lake Erie,OLCI-S3,151.38,0.57,25.35,3837.24,99.98
02/06/2016,Lake Erie,OLCI-S3,139.32,0.52,23.71,3302.83,99.99
03/06/2016,Lake Erie,OLCI-S3,136.62,0.51,23.92,3267.58,99.99
04/06/2016,Lake Erie,OLCI-S3,136.71,0.51,23.91,3268.61,99.99
05/06/2016,Lake Erie,OLCI-S3,150.12,0.56,26.62,3995.95,99.99
06/06/2016,Lake Erie,OLCI-S3,155.07,0.58,29.39,4557.8,99.99
07/06/2016,Lake Erie,OLCI-S3,133.47,0.5,31.04,4142.75,99.99
08/06/2016,Lake Erie,OLCI-S3,113.94,0.43,37.04,4220.74,99.97
09/06/2016,Lake Erie,OLCI-S3,114.03,0.43,37.02,4221.66,99.97
10/06/2016,Lake Erie,OLCI-S3,113.94,0.43,37.04,4220.83,99.97
11/06/2016,Lake Erie,OLCI-S3,108.45,0.41,42.78,4639.37,99.89
12/06/2016,Lake Erie,OLCI-S3,122.31,0.46,48.14,5887.47,99.91
13/06/2016,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94
14/06/2016,Lake Erie,OLCI-S3,135.81,0.51,49.34,6700.23,99.94
15/06/2016,Lake Erie,OLCI-S3,136.8,0.51,52.54,7187.24,99.93
16/06/2016,Lake Erie,OLCI-S3,139.95,0.52,54.94,7688.67,99.77
17/06/2016,Lake Erie,OLCI-S3,151.2,0.57,56.16,8490.91,99.81
18/06/2016,Lake Erie,OLCI-S3,151.02,0.57,56.21,8488.86,99.81
19/06/2016,Lake Erie,OLCI-S3,151.92,0.57,56.63,8603.87,99.81
20/06/2016,Lake Erie,OLCI-S3,152.28,0.57,52.46,7989.08,99.89
21/06/2016,Lake Erie,OLCI-S3,154.35,0.58,51.95,8018,99.91
22/06/2016,Lake Erie,OLCI-S3,153.27,0.57,51.81,7940.47,99.87
23/06/2016,Lake Erie,OLCI-S3,153.45,0.58,51.78,7945.58,99.86
24/06/2016,Lake Erie,OLCI-S3,159.21,0.6,51.9,8262.39,99.89
25/06/2016,Lake Erie,OLCI-S3,159.75,0.6,51.53,8231.98,99.94
26/06/2016,Lake Erie,OLCI-S3,158.49,0.59,50.26,7966.44,99.94
27/06/2016,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93
28/06/2016,Lake Erie,OLCI-S3,155.52,0.58,48.68,7571.29,99.93
29/06/2016,Lake Erie,OLCI-S3,158.58,0.59,49.08,7783.49,99.95
30/06/2016,Lake Erie,OLCI-S3,158.22,0.59,49.54,7838.79,99.95
01/07/2016,Lake Erie,OLCI-S3,153.72,0.58,47.39,7284.99,99.94
02/07/2016,Lake Erie,OLCI-S3,154.8,0.58,47.12,7293.84,99.94
03/07/2016,Lake Erie,OLCI-S3,152.73,0.57,47.57,7265.03,99.94
04/07/2016,Lake Erie,OLCI-S3,152.01,0.57,50.66,7701.4,99.93
05/07/2016,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94
06/07/2016,Lake Erie,OLCI-S3,150.57,0.56,48.09,7240.88,99.98
07/07/2016,Lake Erie,OLCI-S3,150.39,0.56,48.13,7237.99,99.98
08/07/2016,Lake Erie,OLCI-S3,146.07,0.55,45.92,6708.15,99.97
09/07/2016,Lake Erie,OLCI-S3,143.28,0.54,45.27,6486.19,99.95
10/07/2016,Lake Erie,OLCI-S3,159.3,0.6,49.9,7948.54,99.99
11/07/2016,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99
12/07/2016,Lake Erie,OLCI-S3,160.92,0.6,49.81,8015.06,99.99
13/07/2016,Lake Erie,OLCI-S3,166.14,0.62,52.04,8646.16,100
14/07/2016,Lake Erie,OLCI-S3,165.87,0.62,52.08,8638.89,100
15/07/2016,Lake Erie,OLCI-S3,166.23,0.62,52.28,8690.37,100
16/07/2016,Lake Erie,OLCI-S3,163.35,0.61,52.98,8654.2,100
17/07/2016,Lake Erie,OLCI-S3,162.18,0.61,51.86,8411.3,100
18/07/2016,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100
19/07/2016,Lake Erie,OLCI-S3,161.19,0.6,49.97,8054.52,100
20/07/2016,Lake Erie,OLCI-S3,169.65,0.64,51.02,8655.85,99.99
21/07/2016,Lake Erie,OLCI-S3,159.12,0.6,47.69,7587.86,100
22/07/2016,Lake Erie,OLCI-S3,154.8,0.58,47.39,7335.57,100
23/07/2016,Lake Erie,OLCI-S3,154.98,0.58,47.34,7335.98,100
24/07/2016,Lake Erie,OLCI-S3,153.99,0.58,43.25,6660.64,100
25/07/2016,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100
26/07/2016,Lake Erie,OLCI-S3,155.61,0.58,34.57,5379.9,100
27/07/2016,Lake Erie,OLCI-S3,172.98,0.65,22.31,3858.6,100
28/07/2016,Lake Erie,OLCI-S3,173.07,0.65,22.28,3855.84,100
29/07/2016,Lake Erie,OLCI-S3,189.45,0.71,25.45,4821.22,100
30/07/2016,Lake Erie,OLCI-S3,188.91,0.71,24.15,4561.72,100
31/07/2016,Lake Erie,OLCI-S3,190.53,0.71,24.22,4613.99,100
01/08/2016,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100
02/08/2016,Lake Erie,OLCI-S3,284.13,1.06,25.19,7156.89,100
03/08/2016,Lake Erie,OLCI-S3,284.67,1.07,25.17,7166.28,100
04/08/2016,Lake Erie,OLCI-S3,305.19,1.14,24.85,7583.91,100
05/08/2016,Lake Erie,OLCI-S3,332.19,1.25,25.69,8533.4,100
06/08/2016,Lake Erie,OLCI-S3,382.77,1.43,27.14,10388.38,100
07/08/2016,Lake Erie,OLCI-S3,383.13,1.44,27.13,10395.39,100
08/08/2016,Lake Erie,OLCI-S3,384.93,1.44,27.07,10421.21,100
09/08/2016,Lake Erie,OLCI-S3,397.17,1.49,28.41,11284.24,100
10/08/2016,Lake Erie,OLCI-S3,403.92,1.51,30.06,12142.56,100
11/08/2016,Lake Erie,OLCI-S3,401.94,1.51,30.14,12115.72,100
12/08/2016,Lake Erie,OLCI-S3,430.56,1.61,30.67,13205.96,100
13/08/2016,Lake Erie,OLCI-S3,430.29,1.61,31.29,13463.77,100
14/08/2016,Lake Erie,OLCI-S3,430.29,1.61,31.29,13463,100
15/08/2016,Lake Erie,OLCI-S3,415.17,1.56,32.68,13566.47,100
16/08/2016,Lake Erie,OLCI-S3,388.53,1.46,36.11,14027.95,100
17/08/2016,Lake Erie,OLCI-S3,386.28,1.45,36.25,14002.69,100
18/08/2016,Lake Erie,OLCI-S3,488.25,1.83,32.71,15971.15,100
19/08/2016,Lake Erie,OLCI-S3,500.4,1.88,32.26,16141.95,100
20/08/2016,Lake Erie,OLCI-S3,514.62,1.93,31.2,16057.95,100
21/08/2016,Lake Erie,OLCI-S3,527.31,1.98,32.01,16878.72,100
22/08/2016,Lake Erie,OLCI-S3,560.88,2.1,31.17,17480.22,100
23/08/2016,Lake Erie,OLCI-S3,608.94,2.28,33.78,20571.58,99.99
24/08/2016,Lake Erie,OLCI-S3,527.67,1.98,36.83,19433.29,99.52
25/08/2016,Lake Erie,OLCI-S3,527.94,1.98,36.5,19270.18,99.6
26/08/2016,Lake Erie,OLCI-S3,526.05,1.97,35.58,18717.17,99.65
27/08/2016,Lake Erie,OLCI-S3,526.77,1.97,35.56,18729.47,99.65
28/08/2016,Lake Erie,OLCI-S3,487.71,1.83,35.04,17087.55,99.91
29/08/2016,Lake Erie,OLCI-S3,469.26,1.76,35.44,16629.4,99.91
30/08/2016,Lake Erie,OLCI-S3,514.17,1.93,35.56,18284.55,99.22
31/08/2016,Lake Erie,OLCI-S3,517.05,1.94,35.44,18326.48,99.21
01/09/2016,Lake Erie,OLCI-S3,311.04,1.17,36.98,11502.2,99.67
02/09/2016,Lake Erie,OLCI-S3,291.6,1.09,38.74,11297.93,99.69
03/09/2016,Lake Erie,OLCI-S3,291.51,1.09,38.75,11296.33,99.69
04/09/2016,Lake Erie,OLCI-S3,256.23,0.96,39.82,10202.05,99.63
05/09/2016,Lake Erie,OLCI-S3,281.34,1.05,37.54,10560.55,99.72
06/09/2016,Lake Erie,OLCI-S3,270.45,1.01,37.35,10101.88,99.9
07/09/2016,Lake Erie,OLCI-S3,270.99,1.02,37.89,10268.49,99.9
08/09/2016,Lake Erie,OLCI-S3,271.62,1.02,37.82,10273.29,99.9
09/09/2016,Lake Erie,OLCI-S3,276.12,1.03,39.49,10904.2,99.9
10/09/2016,Lake Erie,OLCI-S3,275.94,1.03,39.51,10902.11,99.9
11/09/2016,Lake Erie,OLCI-S3,286.74,1.07,37.74,10822.4,99.85
12/09/2016,Lake Erie,OLCI-S3,281.43,1.05,36.95,10398.98,99.76
13/09/2016,Lake Erie,OLCI-S3,310.77,1.16,34.07,10589.39,99.93
14/09/2016,Lake Erie,OLCI-S3,310.77,1.16,34.07,10589.39,99.93
15/09/2016,Lake Erie,OLCI-S3,311.85,1.17,34.12,10640.91,99.93
16/09/2016,Lake Erie,OLCI-S3,306.99,1.15,34.14,10481.44,99.93
17/09/2016,Lake Erie,OLCI-S3,307.71,1.15,34.11,10496.3,99.93
18/09/2016,Lake Erie,OLCI-S3,292.77,1.1,31.86,9326.28,99.98
19/09/2016,Lake Erie,OLCI-S3,269.82,1.01,29.83,8049.92,99.97
